AwayTeam,AwayGoals,AwayShotsOnTarget,HomeTeam,HomeGoals,HomeShotsOnTarget,FullTimeResult,HomeTeamWinStreak,AwayTeamWinStreak,HomeTeamLossStreak,AwayTeamLossStreak
Mouscron,1.0,,Lokeren,2.0,,H,7,2,7,2
Waasland-Beveren,1.0,,Oostende,2.0,,H,5,3,5,3
Kortrijk,2.0,,St Truiden,1.0,,A,5,3,5,3
Mechelen,2.0,,Westerlo,1.0,,A,5,5,5,5
Gent,2.0,,Anderlecht,2.0,,D,15,6,15,6
Standard,2.0,,Club Brugge,2.0,,D,21,6,21,6
Waregem,0.0,,Genk,1.0,,H,8,6,8,6
Club Brugge,0.0,,Waasland-Beveren,1.0,,H,3,6,3,6
Oostende,1.0,,Eupen,2.0,,H,2,3,2,3
Westerlo,1.0,,Kortrijk,4.0,,H,5,3,5,3
St Truiden,0.0,,Mechelen,2.0,,H,6,3,6,3
Waregem,5.0,,Mouscron,1.0,,A,9,6,9,6
Charleroi,2.0,,Anderlecht,3.0,,H,15,4,15,4
Lokeren,0.0,,Gent,3.0,,H,12,4,12,4
Genk,0.0,,Standard,2.0,,H,12,7,12,7
Mechelen,0.0,,Charleroi,0.0,,D,7,5,7,5
Eupen,2.0,,Club Brugge,3.0,,H,21,4,21,4
Waasland-Beveren,1.0,,St Truiden,4.0,,H,5,3,5,3
Kortrijk,1.0,,Waregem,2.0,,H,9,3,9,3
Mouscron,3.0,,Westerlo,1.0,,A,5,2,5,2
Anderlecht,2.0,,Genk,0.0,,A,8,12,8,12
Standard,1.0,,Lokeren,0.0,,A,7,6,7,6
Gent,0.0,,Oostende,1.0,,H,5,6,5,6
Club Brugge,3.0,,Mouscron,0.0,,A,9,6,9,6
Oostende,1.0,,Charleroi,2.0,,H,7,3,7,3
St Truiden,1.0,,Gent,2.0,,H,12,3,12,3
Waregem,3.0,,Mechelen,2.0,,A,6,6,6,6
Lokeren,1.0,,Waasland-Beveren,1.0,,D,3,4,3,4
Westerlo,2.0,,Anderlecht,1.0,,A,15,3,15,3
Genk,1.0,,Kortrijk,4.0,,H,5,7,5,7
Eupen,0.0,,Standard,3.0,,H,12,4,12,4
St Truiden,2.0,,Oostende,2.0,,D,5,3,5,3
Mouscron,4.0,,Eupen,1.0,,A,2,2,2,2
Kortrijk,1.0,,Lokeren,2.0,,H,7,3,7,3
Charleroi,1.0,,Waregem,1.0,,D,9,4,9,4
Waasland-Beveren,0.0,,Westerlo,1.0,,H,5,3,5,3
Gent,0.0,,Club Brugge,1.0,,H,21,6,21,6
Mechelen,1.0,,Genk,2.0,,H,8,5,8,5
Anderlecht,1.0,,Standard,0.0,,A,12,12,12,12
Club Brugge,0.0,,Charleroi,1.0,,H,7,6,7,6
Standard,3.0,,Kortrijk,3.0,,D,5,6,5,6
Genk,2.0,,Mouscron,2.0,,D,9,7,9,7
Westerlo,2.0,,St Truiden,2.0,,D,5,3,5,3
Eupen,2.0,,Waasland-Beveren,4.0,,H,3,4,3,4
Lokeren,0.0,,Anderlecht,1.0,,H,15,4,15,4
Waregem,0.0,,Gent,3.0,,H,12,6,12,6
Oostende,3.0,,Mechelen,2.0,,A,6,3,6,3
Kortrijk,2.0,,Oostende,2.0,,D,5,3,5,3
Mouscron,0.0,,Mechelen,2.0,,H,6,2,6,2
Lokeren,0.0,,Waregem,2.0,,H,9,4,9,4
Charleroi,0.0,,Westerlo,0.0,,D,5,4,5,4
Anderlecht,1.0,,Club Brugge,2.0,,H,21,12,21,12
Gent,2.0,,Eupen,3.0,,H,2,6,2,6
St Truiden,0.0,,Genk,1.0,,H,8,3,8,3
Waasland-Beveren,0.0,,Standard,5.0,,H,12,3,12,3
Oostende,2.0,,Lokeren,1.0,,A,7,3,7,3
Mechelen,0.0,,Anderlecht,2.0,,H,15,5,15,5
Genk,1.0,,Charleroi,2.0,,H,7,7,7,7
Westerlo,0.0,,Club Brugge,4.0,,H,21,3,21,3
Eupen,1.0,,Kortrijk,1.0,,D,5,4,5,4
Waregem,2.0,,St Truiden,0.0,,A,5,6,5,6
Standard,0.0,,Gent,1.0,,H,12,6,12,6
Mouscron,0.0,,Waasland-Beveren,0.0,,D,3,2,3,2
Lokeren,2.0,,Eupen,2.0,,D,2,4,2,4
Westerlo,1.0,,Genk,2.0,,H,8,3,8,3
Charleroi,2.0,,St Truiden,2.0,,D,5,4,5,4
Club Brugge,0.0,,Waregem,0.0,,D,9,6,9,6
Gent,0.0,,Mechelen,2.0,,H,6,6,6,6
Kortrijk,1.0,,Mouscron,0.0,,A,9,3,9,3
Standard,1.0,,Oostende,3.0,,H,5,6,5,6
Anderlecht,1.0,,Waasland-Beveren,2.0,,H,3,12,3,12
Charleroi,1.0,,Kortrijk,2.0,,H,5,4,5,4
St Truiden,2.0,,Eupen,4.0,,H,2,3,2,3
Mechelen,0.0,,Lokeren,0.0,,D,7,5,7,5
Waregem,2.0,,Westerlo,1.0,,A,5,6,5,6
Oostende,1.0,,Anderlecht,1.0,,D,15,3,15,3
Genk,1.0,,Club Brugge,1.0,,D,21,7,21,7
Waasland-Beveren,0.0,,Gent,2.0,,H,12,3,12,3
Mouscron,1.0,,Standard,2.0,,H,12,2,12,2
Club Brugge,1.0,,St Truiden,0.0,,A,5,6,5,6
Eupen,0.0,,Genk,2.0,,H,8,4,8,4
Gent,2.0,,Mouscron,0.0,,A,9,6,9,6
Westerlo,0.0,,Oostende,5.0,,H,5,3,5,3
Kortrijk,1.0,,Waasland-Beveren,1.0,,D,3,3,3,3
Lokeren,1.0,,Charleroi,2.0,,H,7,4,7,4
Standard,1.0,,Mechelen,2.0,,H,6,6,6,6
Anderlecht,2.0,,Waregem,3.0,,H,9,12,9,12
Mechelen,1.0,,Club Brugge,6.0,,H,21,5,21,5
Westerlo,3.0,,Eupen,3.0,,D,2,3,2,3
St Truiden,0.0,,Lokeren,1.0,,H,7,3,7,3
Charleroi,1.0,,Waasland-Beveren,0.0,,A,3,4,3,4
Mouscron,0.0,,Anderlecht,7.0,,H,15,2,15,2
Kortrijk,0.0,,Gent,3.0,,H,12,3,12,3
Genk,0.0,,Oostende,6.0,,H,5,7,5,7
Waregem,1.0,,Standard,4.0,,H,12,6,12,6
Eupen,0.0,,Mechelen,1.0,,H,6,4,6,4
Oostende,0.0,,Club Brugge,2.0,,H,21,3,21,3
Mouscron,0.0,,St Truiden,1.0,,H,5,2,5,2
Waasland-Beveren,1.0,,Waregem,1.0,,D,9,3,9,3
Gent,0.0,,Westerlo,0.0,,D,5,6,5,6
Standard,3.0,,Charleroi,1.0,,A,7,6,7,6
Lokeren,2.0,,Genk,1.0,,A,8,4,8,4
Anderlecht,3.0,,Kortrijk,1.0,,A,5,12,5,12
Waregem,1.0,,Lokeren,1.0,,D,7,6,7,6
Charleroi,2.0,,Eupen,2.0,,D,2,4,2,4
St Truiden,1.0,,Kortrijk,0.0,,A,5,3,5,3
Mechelen,4.0,,Mouscron,1.0,,A,9,5,9,5
Club Brugge,0.0,,Anderlecht,0.0,,D,15,6,15,6
Oostende,1.0,,Gent,1.0,,D,12,3,12,3
Westerlo,1.0,,Standard,3.0,,H,12,3,12,3
Mouscron,0.0,,Charleroi,2.0,,H,7,2,7,2
Waasland-Beveren,0.0,,Mechelen,2.0,,H,6,3,6,3
Waregem,1.0,,Oostende,1.0,,D,5,6,5,6
Gent,1.0,,St Truiden,3.0,,H,5,6,5,6
Lokeren,3.0,,Westerlo,1.0,,A,5,4,5,4
Eupen,0.0,,Anderlecht,4.0,,H,15,4,15,4
Kortrijk,1.0,,Club Brugge,5.0,,H,21,3,21,3
Standard,2.0,,Genk,2.0,,D,8,6,8,6
Charleroi,0.0,,Mechelen,1.0,,H,6,4,6,4
Westerlo,0.0,,Mouscron,0.0,,D,9,3,9,3
St Truiden,1.0,,Waasland-Beveren,3.0,,H,3,3,3,3
Club Brugge,4.0,,Eupen,1.0,,A,2,6,2,6
Oostende,2.0,,Kortrijk,0.0,,A,5,3,5,3
Lokeren,1.0,,Standard,1.0,,D,12,4,12,4
Genk,0.0,,Waregem,1.0,,H,9,7,9,7
Anderlecht,3.0,,Gent,2.0,,A,12,12,12,12
Anderlecht,2.0,,Charleroi,0.0,,A,7,12,7,12
Mouscron,1.0,,Club Brugge,2.0,,H,21,2,21,2
Waasland-Beveren,0.0,,Lokeren,0.0,,D,7,3,7,3
Eupen,3.0,,Oostende,1.0,,A,5,4,5,4
Mechelen,0.0,,Waregem,0.0,,D,9,5,9,5
Kortrijk,1.0,,Westerlo,4.0,,H,5,3,5,3
Gent,0.0,,Genk,2.0,,H,8,6,8,6
Standard,2.0,,St Truiden,2.0,,D,5,6,5,6
Charleroi,0.0,,Gent,1.0,,H,12,4,12,4
Genk,1.0,,Eupen,0.0,,A,2,7,2,7
Waregem,3.0,,Kortrijk,2.0,,A,5,6,5,6
Lokeren,1.0,,Mouscron,2.0,,H,9,4,9,4
Oostende,1.0,,Waasland-Beveren,0.0,,A,3,3,3,3
St Truiden,1.0,,Anderlecht,3.0,,H,15,3,15,3
Westerlo,2.0,,Mechelen,1.0,,A,6,3,6,3
Club Brugge,3.0,,Standard,0.0,,A,12,6,12,6
Kortrijk,0.0,,Genk,3.0,,H,8,3,8,3
Charleroi,2.0,,Oostende,1.0,,A,5,4,5,4
Mouscron,0.0,,Waregem,1.0,,H,9,2,9,2
Waasland-Beveren,1.0,,Club Brugge,2.0,,H,21,3,21,3
Gent,0.0,,Lokeren,0.0,,D,7,6,7,6
Mechelen,1.0,,St Truiden,2.0,,H,5,5,5,5
Anderlecht,4.0,,Westerlo,2.0,,A,5,12,5,12
Standard,2.0,,Eupen,2.0,,D,2,6,2,6
Waregem,1.0,,Charleroi,2.0,,H,7,6,7,6
Lokeren,1.0,,Kortrijk,2.0,,H,5,4,5,4
Genk,0.0,,Mechelen,1.0,,H,6,7,6,7
Oostende,0.0,,St Truiden,3.0,,H,5,3,5,3
Westerlo,0.0,,Waasland-Beveren,0.0,,D,3,3,3,3
Standard,0.0,,Anderlecht,0.0,,D,15,6,15,6
Club Brugge,0.0,,Gent,2.0,,H,12,6,12,6
Eupen,0.0,,Mouscron,3.0,,H,9,4,9,4
Anderlecht,0.0,,Lokeren,0.0,,D,7,12,7,12
Waasland-Beveren,2.0,,Eupen,0.0,,A,2,3,2,3
Mouscron,0.0,,Genk,1.0,,H,8,2,8,2
Mechelen,0.0,,Oostende,2.0,,H,5,5,5,5
Kortrijk,3.0,,Standard,0.0,,A,12,3,12,3
Charleroi,0.0,,Club Brugge,1.0,,H,21,4,21,4
Gent,1.0,,Waregem,1.0,,D,9,6,9,6
St Truiden,0.0,,Westerlo,1.0,,H,5,3,5,3
Genk,0.0,,Waasland-Beveren,0.0,,D,3,7,3,7
Genk,3.0,,St Truiden,0.0,,A,5,7,5,7
Westerlo,1.0,,Charleroi,2.0,,H,7,3,7,3
Eupen,1.0,,Gent,0.0,,A,12,4,12,4
Mechelen,2.0,,Kortrijk,0.0,,A,5,5,5,5
Oostende,2.0,,Mouscron,1.0,,A,9,3,9,3
Waregem,2.0,,Anderlecht,4.0,,H,15,6,15,6
Club Brugge,0.0,,Lokeren,1.0,,H,7,6,7,6
Standard,1.0,,Waasland-Beveren,0.0,,A,3,6,3,6
Club Brugge,2.0,,Westerlo,1.0,,A,5,6,5,6
Kortrijk,0.0,,Eupen,1.0,,H,2,3,2,3
Lokeren,0.0,,Mechelen,3.0,,H,6,4,6,4
Waasland-Beveren,2.0,,Mouscron,1.0,,A,9,3,9,3
St Truiden,1.0,,Waregem,4.0,,H,9,3,9,3
Charleroi,1.0,,Genk,1.0,,D,8,4,8,4
Anderlecht,4.0,,Oostende,1.0,,A,5,12,5,12
Gent,1.0,,Standard,1.0,,D,12,6,12,6
Waregem,0.0,,Club Brugge,5.0,,H,21,6,21,6
St Truiden,0.0,,Charleroi,1.0,,H,7,3,7,3
Waasland-Beveren,2.0,,Kortrijk,1.0,,A,5,3,5,3
Eupen,2.0,,Lokeren,1.0,,A,7,4,7,4
Oostende,4.0,,Westerlo,0.0,,A,5,3,5,3
Genk,0.0,,Anderlecht,2.0,,H,15,7,15,7
Mouscron,1.0,,Gent,3.0,,H,12,2,12,2
Mechelen,2.0,,Standard,2.0,,D,12,5,12,5
Kortrijk,1.0,,Charleroi,1.0,,D,7,3,7,3
Club Brugge,1.0,,Genk,2.0,,H,8,6,8,6
Anderlecht,2.0,,Mechelen,3.0,,H,6,12,6,12
Standard,0.0,,Mouscron,1.0,,H,9,6,9,6
Lokeren,0.0,,Oostende,0.0,,D,5,4,5,4
Eupen,1.0,,St Truiden,2.0,,H,5,4,5,4
Gent,3.0,,Waasland-Beveren,2.0,,A,3,6,3,6
Westerlo,2.0,,Waregem,2.0,,D,9,3,9,3
Waasland-Beveren,0.0,,Anderlecht,3.0,,H,15,3,15,3
St Truiden,2.0,,Club Brugge,2.0,,D,21,3,21,3
Waregem,3.0,,Eupen,1.0,,A,2,6,2,6
Mechelen,0.0,,Gent,3.0,,H,12,5,12,5
Mouscron,2.0,,Kortrijk,0.0,,A,5,2,5,2
Charleroi,0.0,,Lokeren,0.0,,D,7,4,7,4
Oostende,2.0,,Standard,2.0,,D,12,3,12,3
Genk,4.0,,Westerlo,0.0,,A,5,7,5,7
Gent,2.0,5.0,Standard,3.0,8.0,H,12,6,12,6
Anderlecht,4.0,6.0,Kortrijk,1.0,1.0,A,5,12,5,12
Mouscron,1.0,2.0,Oostende,2.0,5.0,H,5,2,5,2
Cercle Brugge,0.0,6.0,St Truiden,0.0,3.0,D,5,3,5,3
Waasland-Beveren,2.0,4.0,Waregem,2.0,5.0,D,9,3,9,3
Antwerp,1.0,3.0,Charleroi,0.0,5.0,A,7,6,7,6
Eupen,2.0,5.0,Club Brugge,5.0,8.0,H,21,4,21,4
Genk,4.0,7.0,Lokeren,0.0,1.0,A,7,7,7,7
Standard,0.0,11.0,Waasland-Beveren,0.0,4.0,D,3,6,3,6
Kortrijk,0.0,0.0,Antwerp,0.0,12.0,D,8,3,8,3
Lokeren,2.0,3.0,Cercle Brugge,3.0,10.0,H,6,4,6,4
Charleroi,4.0,9.0,Eupen,1.0,6.0,A,2,4,2,4
Waregem,1.0,3.0,Gent,1.0,3.0,D,12,6,12,6
Oostende,2.0,2.0,Anderlecht,5.0,5.0,H,15,3,15,3
St Truiden,1.0,2.0,Genk,1.0,9.0,D,8,3,8,3
Club Brugge,1.0,4.0,Mouscron,0.0,3.0,A,9,6,9,6
Kortrijk,0.0,2.0,Club Brugge,3.0,6.0,H,21,3,21,3
Antwerp,1.0,6.0,Mouscron,0.0,0.0,A,9,6,9,6
Lokeren,1.0,2.0,St Truiden,1.0,6.0,D,5,4,5,4
Cercle Brugge,0.0,2.0,Standard,0.0,1.0,D,12,3,12,3
Eupen,0.0,4.0,Waregem,4.0,11.0,H,9,4,9,4
Anderlecht,2.0,5.0,Charleroi,1.0,7.0,A,7,12,7,12
Waasland-Beveren,1.0,7.0,Gent,4.0,10.0,H,12,3,12,3
Genk,2.0,9.0,Oostende,0.0,6.0,A,5,7,5,7
Mouscron,0.0,3.0,Anderlecht,2.0,8.0,H,15,2,15,2
Waregem,1.0,6.0,Cercle Brugge,3.0,4.0,H,6,6,6,6
Oostende,2.0,4.0,Kortrijk,1.0,6.0,A,5,3,5,3
Standard,3.0,14.0,Lokeren,0.0,2.0,A,7,6,7,6
St Truiden,2.0,8.0,Waasland-Beveren,2.0,7.0,D,3,3,3,3
Club Brugge,1.0,4.0,Antwerp,1.0,1.0,D,8,6,8,6
Gent,3.0,4.0,Eupen,2.0,4.0,A,2,6,2,6
Charleroi,1.0,7.0,Genk,3.0,6.0,H,8,4,8,4
Waregem,1.0,3.0,Oostende,3.0,5.0,H,5,6,5,6
Cercle Brugge,0.0,5.0,Antwerp,1.0,6.0,H,8,3,8,3
Kortrijk,2.0,4.0,Charleroi,0.0,1.0,A,7,3,7,3
Eupen,1.0,4.0,Mouscron,0.0,5.0,A,9,4,9,4
St Truiden,2.0,7.0,Standard,3.0,9.0,H,12,3,12,3
Anderlecht,1.0,1.0,Club Brugge,2.0,9.0,H,21,12,21,12
Waasland-Beveren,2.0,7.0,Genk,3.0,6.0,H,8,3,8,3
Lokeren,1.0,5.0,Gent,2.0,6.0,H,12,4,12,4
Club Brugge,5.0,13.0,Waregem,2.0,7.0,A,9,6,9,6
Mouscron,1.0,1.0,Charleroi,3.0,9.0,H,7,2,7,2
Standard,1.0,3.0,Eupen,2.0,5.0,H,2,6,2,6
Waasland-Beveren,0.0,5.0,Lokeren,1.0,5.0,H,7,3,7,3
Oostende,0.0,3.0,St Truiden,1.0,5.0,H,5,3,5,3
Antwerp,1.0,2.0,Anderlecht,1.0,4.0,D,15,6,15,6
Gent,3.0,7.0,Cercle Brugge,0.0,0.0,A,6,6,6,6
Genk,3.0,11.0,Kortrijk,3.0,6.0,D,5,7,5,7
Lokeren,1.0,2.0,Club Brugge,2.0,7.0,H,21,4,21,4
Anderlecht,0.0,5.0,Genk,1.0,5.0,H,8,12,8,12
Cercle Brugge,1.0,7.0,Oostende,1.0,6.0,D,5,3,5,3
Charleroi,0.0,4.0,Standard,0.0,6.0,D,12,4,12,4
Eupen,0.0,3.0,Waasland-Beveren,0.0,6.0,D,3,4,3,4
Waregem,1.0,2.0,Antwerp,5.0,6.0,H,8,6,8,6
St Truiden,2.0,6.0,Gent,1.0,5.0,A,12,3,12,3
Kortrijk,0.0,3.0,Mouscron,1.0,5.0,H,9,3,9,3
Kortrijk,2.0,4.0,Waregem,0.0,5.0,A,9,3,9,3
Oostende,2.0,3.0,Eupen,1.0,3.0,A,2,3,2,3
Mouscron,0.0,6.0,Lokeren,0.0,1.0,D,7,2,7,2
Antwerp,0.0,3.0,St Truiden,2.0,5.0,H,5,6,5,6
Charleroi,1.0,5.0,Waasland-Beveren,1.0,4.0,D,3,4,3,4
Standard,1.0,3.0,Anderlecht,2.0,7.0,H,15,6,15,6
Genk,5.0,7.0,Cercle Brugge,2.0,3.0,A,6,7,6,7
Club Brugge,4.0,8.0,Gent,0.0,7.0,A,12,6,12,6
Eupen,3.0,3.0,Kortrijk,1.0,6.0,A,5,4,5,4
Lokeren,1.0,1.0,Charleroi,2.0,3.0,H,7,4,7,4
Cercle Brugge,0.0,0.0,Club Brugge,4.0,5.0,H,21,3,21,3
Waregem,0.0,1.0,Genk,4.0,17.0,H,8,6,8,6
Waasland-Beveren,3.0,5.0,Mouscron,0.0,4.0,A,9,3,9,3
St Truiden,0.0,0.0,Anderlecht,0.0,7.0,D,15,3,15,3
Gent,2.0,7.0,Antwerp,2.0,7.0,D,8,6,8,6
Standard,3.0,3.0,Oostende,1.0,5.0,A,5,6,5,6
Charleroi,1.0,4.0,Cercle Brugge,2.0,2.0,H,6,4,6,4
Antwerp,2.0,8.0,Eupen,1.0,4.0,A,2,6,2,6
Kortrijk,3.0,7.0,Lokeren,1.0,4.0,A,7,3,7,3
Mouscron,1.0,6.0,St Truiden,3.0,8.0,H,5,2,5,2
Oostende,1.0,3.0,Waasland-Beveren,1.0,5.0,D,3,3,3,3
Genk,5.0,8.0,Gent,1.0,5.0,A,12,7,12,7
Club Brugge,1.0,3.0,Standard,3.0,8.0,H,12,6,12,6
Anderlecht,2.0,6.0,Waregem,1.0,3.0,A,9,12,9,12
Waasland-Beveren,1.0,1.0,Club Brugge,1.0,8.0,D,21,3,21,3
Lokeren,1.0,2.0,Antwerp,2.0,9.0,H,8,4,8,4
Eupen,1.0,4.0,Genk,2.0,10.0,H,8,4,8,4
St Truiden,1.0,7.0,Kortrijk,3.0,7.0,H,5,3,5,3
Standard,0.0,5.0,Mouscron,0.0,2.0,D,9,6,9,6
Cercle Brugge,2.0,4.0,Anderlecht,4.0,7.0,H,15,3,15,3
Waregem,2.0,4.0,Charleroi,3.0,8.0,H,7,6,7,6
Gent,4.0,11.0,Oostende,0.0,4.0,A,5,6,5,6
Charleroi,1.0,4.0,Gent,2.0,6.0,H,12,4,12,4
Kortrijk,1.0,8.0,Cercle Brugge,1.0,2.0,D,6,3,6,3
Oostende,0.0,10.0,Lokeren,0.0,3.0,D,7,3,7,3
Club Brugge,2.0,5.0,St Truiden,2.0,4.0,D,5,6,5,6
Mouscron,2.0,4.0,Waregem,2.0,6.0,D,9,2,9,2
Anderlecht,1.0,5.0,Eupen,2.0,5.0,H,2,12,2,12
Genk,1.0,6.0,Standard,1.0,6.0,D,12,7,12,7
Antwerp,1.0,6.0,Waasland-Beveren,0.0,6.0,A,3,6,3,6
St Truiden,0.0,4.0,Charleroi,1.0,8.0,H,7,3,7,3
Oostende,0.0,6.0,Club Brugge,4.0,9.0,H,21,3,21,3
Gent,1.0,7.0,Mouscron,3.0,9.0,H,9,6,9,6
Genk,4.0,12.0,Antwerp,2.0,8.0,A,8,7,8,7
Cercle Brugge,0.0,5.0,Eupen,2.0,6.0,H,2,3,2,3
Waasland-Beveren,2.0,5.0,Kortrijk,2.0,10.0,D,5,3,5,3
Lokeren,1.0,3.0,Anderlecht,1.0,4.0,D,15,4,15,4
Standard,1.0,5.0,Waregem,3.0,10.0,H,9,6,9,6
Charleroi,1.0,3.0,Oostende,2.0,4.0,H,5,4,5,4
Mouscron,1.0,1.0,Cercle Brugge,2.0,8.0,H,6,2,6,2
Club Brugge,1.0,4.0,Genk,1.0,3.0,D,8,6,8,6
Kortrijk,1.0,4.0,Gent,3.0,5.0,H,12,3,12,3
Eupen,0.0,4.0,Lokeren,2.0,6.0,H,7,4,7,4
Waregem,1.0,3.0,St Truiden,2.0,6.0,H,5,6,5,6
Antwerp,2.0,2.0,Standard,0.0,2.0,A,12,6,12,6
Anderlecht,2.0,4.0,Waasland-Beveren,1.0,4.0,A,3,12,3,12
Oostende,0.0,5.0,Antwerp,2.0,9.0,H,8,3,8,3
Waasland-Beveren,0.0,1.0,Cercle Brugge,2.0,4.0,H,6,3,6,3
Club Brugge,1.0,4.0,Charleroi,2.0,6.0,H,7,6,7,6
St Truiden,4.0,6.0,Eupen,1.0,2.0,A,2,3,2,3
Lokeren,0.0,0.0,Waregem,2.0,4.0,H,9,4,9,4
Gent,0.0,5.0,Anderlecht,2.0,11.0,H,15,6,15,6
Standard,2.0,7.0,Kortrijk,0.0,4.0,A,5,6,5,6
Genk,0.0,8.0,Mouscron,0.0,3.0,D,9,7,9,7
Waregem,3.0,3.0,Club Brugge,1.0,3.0,A,21,6,21,6
Cercle Brugge,2.0,2.0,Genk,1.0,5.0,A,8,3,8,3
Kortrijk,2.0,6.0,Oostende,1.0,6.0,A,5,3,5,3
Eupen,0.0,1.0,Standard,3.0,6.0,H,12,4,12,4
Mouscron,2.0,7.0,Waasland-Beveren,1.0,5.0,A,3,2,3,2
Antwerp,0.0,1.0,Gent,0.0,2.0,D,12,6,12,6
Charleroi,4.0,10.0,Lokeren,2.0,7.0,A,7,4,7,4
Anderlecht,2.0,4.0,St Truiden,4.0,6.0,H,5,12,5,12
Gent,2.0,8.0,Lokeren,2.0,5.0,D,7,6,7,6
St Truiden,3.0,4.0,Antwerp,1.0,4.0,A,8,3,8,3
Cercle Brugge,1.0,1.0,Charleroi,3.0,7.0,H,7,3,7,3
Mouscron,0.0,5.0,Kortrijk,1.0,3.0,H,5,2,5,2
Oostende,1.0,4.0,Waregem,1.0,2.0,D,9,3,9,3
Genk,1.0,2.0,Anderlecht,0.0,4.0,A,15,7,15,7
Standard,0.0,1.0,Club Brugge,3.0,8.0,H,21,6,21,6
Waasland-Beveren,0.0,6.0,Eupen,1.0,6.0,H,2,3,2,3
Club Brugge,1.0,6.0,Waasland-Beveren,2.0,4.0,H,3,6,3,6
Kortrijk,1.0,4.0,Genk,1.0,6.0,D,8,3,8,3
Waregem,0.0,4.0,Mouscron,0.0,0.0,D,9,6,9,6
Lokeren,0.0,2.0,Oostende,1.0,5.0,H,5,4,5,4
Standard,1.0,6.0,St Truiden,1.0,8.0,D,5,6,5,6
Charleroi,1.0,4.0,Anderlecht,1.0,6.0,D,15,4,15,4
Antwerp,3.0,5.0,Cercle Brugge,0.0,4.0,A,6,6,6,6
Eupen,0.0,4.0,Gent,2.0,6.0,H,12,4,12,4
Gent,0.0,4.0,Charleroi,2.0,4.0,H,7,6,7,6
Waasland-Beveren,2.0,3.0,Antwerp,0.0,3.0,A,8,3,8,3
Mouscron,0.0,3.0,Eupen,1.0,6.0,H,2,2,2,2
Club Brugge,0.0,7.0,Kortrijk,0.0,3.0,D,5,6,5,6
St Truiden,0.0,6.0,Lokeren,2.0,5.0,H,7,3,7,3
Anderlecht,1.0,1.0,Cercle Brugge,2.0,7.0,H,6,12,6,12
Oostende,0.0,2.0,Genk,2.0,10.0,H,8,3,8,3
Waregem,1.0,3.0,Standard,4.0,9.0,H,12,6,12,6
Cercle Brugge,1.0,4.0,Gent,4.0,9.0,H,12,3,12,3
Anderlecht,1.0,4.0,Mouscron,3.0,7.0,H,9,12,9,12
Kortrijk,0.0,6.0,St Truiden,0.0,2.0,D,5,3,5,3
Oostende,1.0,4.0,Standard,3.0,6.0,H,12,3,12,3
Lokeren,1.0,4.0,Waasland-Beveren,2.0,5.0,H,3,4,3,4
Antwerp,1.0,2.0,Club Brugge,5.0,6.0,H,21,6,21,6
Genk,2.0,4.0,Eupen,0.0,3.0,A,2,7,2,7
Charleroi,1.0,7.0,Waregem,3.0,5.0,H,9,4,9,4
Mouscron,1.0,3.0,Antwerp,2.0,8.0,H,8,2,8,2
Eupen,1.0,2.0,Cercle Brugge,0.0,4.0,A,6,4,6,4
Standard,1.0,4.0,Charleroi,0.0,4.0,A,7,6,7,6
Gent,1.0,4.0,Genk,3.0,9.0,H,8,6,8,6
Waregem,2.0,6.0,Kortrijk,4.0,8.0,H,5,6,5,6
St Truiden,1.0,3.0,Oostende,1.0,5.0,D,5,3,5,3
Waasland-Beveren,0.0,5.0,Anderlecht,3.0,7.0,H,15,3,15,3
Club Brugge,1.0,6.0,Lokeren,0.0,3.0,A,7,6,7,6
Genk,3.0,8.0,St Truiden,2.0,5.0,A,5,7,5,7
Lokeren,1.0,4.0,Eupen,4.0,11.0,H,2,4,2,4
Kortrijk,1.0,4.0,Standard,2.0,8.0,H,12,3,12,3
Cercle Brugge,1.0,10.0,Waasland-Beveren,1.0,3.0,D,3,3,3,3
Antwerp,2.0,7.0,Waregem,1.0,3.0,A,9,6,9,6
Charleroi,1.0,3.0,Club Brugge,0.0,4.0,A,21,4,21,4
Anderlecht,0.0,4.0,Gent,1.0,5.0,H,12,12,12,12
Oostende,1.0,5.0,Mouscron,2.0,5.0,H,9,3,9,3
Standard,1.0,3.0,Antwerp,1.0,4.0,D,8,6,8,6
St Truiden,2.0,7.0,Cercle Brugge,1.0,2.0,A,6,3,6,3
Waasland-Beveren,2.0,2.0,Charleroi,2.0,10.0,D,7,3,7,3
Mouscron,2.0,3.0,Genk,1.0,2.0,A,8,2,8,2
Waregem,3.0,6.0,Lokeren,0.0,4.0,A,7,6,7,6
Eupen,1.0,2.0,Anderlecht,2.0,10.0,H,15,4,15,4
Gent,2.0,5.0,Kortrijk,1.0,5.0,A,5,6,5,6
Club Brugge,2.0,6.0,Oostende,1.0,2.0,A,5,6,5,6
Charleroi,0.0,5.0,Mouscron,3.0,7.0,H,9,4,9,4
Lokeren,1.0,3.0,Kortrijk,2.0,5.0,H,5,4,5,4
Antwerp,2.0,7.0,Oostende,0.0,4.0,A,5,6,5,6
Genk,2.0,9.0,Waasland-Beveren,1.0,5.0,A,3,7,3,7
Cercle Brugge,2.0,10.0,Waregem,3.0,5.0,H,9,3,9,3
Gent,1.0,4.0,Club Brugge,1.0,9.0,D,21,6,21,6
Eupen,1.0,3.0,St Truiden,4.0,5.0,H,5,4,5,4
